competition,gender, game, rank, name, nation,,
athletics,M,Long jump,1904 St. Louis,1, Myer Prinstein, USA,
athletics,M,Long jump,1904 St. Louis,2, Daniel Frank, USA,
athletics,M,Long jump,1904 St. Louis,3, Robert Stangland, USA,
athletics,M,Long jump,1908 London,1, Frank Irons, USA,
athletics,M,Long jump,1908 London,2, Daniel Kelly, USA,
athletics,M,Long jump,1908 London,3, Calvin Bricker, CAN,
athletics,M,Long jump,1912 Stockholm,1, Albert Gutterson, USA,
athletics,M,Long jump,1912 Stockholm,2, Calvin Bricker, CAN,
athletics,M,Long jump,1912 Stockholm,3, Georg Åberg, SWE,
athletics,M,Long jump,1920 Antwerp,1, William Petersson, SWE,
athletics,M,Long jump,1920 Antwerp,2, Carl Johnson, USA,
athletics,M,Long jump,1920 Antwerp,3, Erik Abrahamsson, SWE,
athletics,M,Long jump,1924 Paris,1, DeHart Hubbard, USA,
athletics,M,Long jump,1924 Paris,2, Edward Gourdin, USA,
athletics,M,Long jump,1924 Paris,3, Sverre Hansen, NOR,
athletics,M,Long jump,1928 Amsterdam,1, Ed Hamm, USA,
athletics,M,Long jump,1928 Amsterdam,2, Silvio Cator, HAI,
athletics,M,Long jump,1928 Amsterdam,3, Al Bates, USA,
athletics,M,Long jump,1932 Los Angeles,1, Ed Gordon, USA,
athletics,M,Long jump,1932 Los Angeles,2, Lambert Redd, USA,
athletics,M,Long jump,1932 Los Angeles,3, Chuhei Nambu, JPN,
athletics,M,Long jump,1936 Berlin,1, Jesse Owens, USA,
athletics,M,Long jump,1936 Berlin,2, Lutz Long, GER,
athletics,M,Long jump,1936 Berlin,3, Naoto Tajima, JPN,
athletics,M,Long jump,1948 London,1, Willie Steele, USA,
athletics,M,Long jump,1948 London,2, Theo Bruce, AUS,
athletics,M,Long jump,1948 London,3, Herb Douglas, USA,
athletics,M,Long jump,1952 Helsinki,1, Jerome Biffle, USA,
athletics,M,Long jump,1952 Helsinki,2, Meredith Gourdine, USA,
athletics,M,Long jump,1952 Helsinki,3, Ödön Földessy, HUN,
athletics,M,Long jump,1956 Melbourne,1, Gregory Bell, USA,
athletics,M,Long jump,1956 Melbourne,2, John Bennett, USA,
athletics,M,Long jump,1956 Melbourne,3, Jorma Valkama, FIN,
athletics,M,Long jump,1960 Rome,1, Ralph Boston, USA,
athletics,M,Long jump,1960 Rome,2, Irvin Roberson, USA,
athletics,M,Long jump,1960 Rome,3, Igor Ter-Ovanesyan, URS,
athletics,M,Long jump,1964 Tokyo,1, Lynn Davies, GBR,
athletics,M,Long jump,1964 Tokyo,2, Ralph Boston, USA,
athletics,M,Long jump,1964 Tokyo,3, Igor Ter-Ovanesyan, URS,
athletics,M,Long jump,1968 Mexico City,1, Bob Beamon, USA,
athletics,M,Long jump,1968 Mexico City,2, Klaus Beer, GDR,
athletics,M,Long jump,1968 Mexico City,3, Ralph Boston, USA,
athletics,M,Long jump,1972 Munich,1, Randy Williams, USA,
athletics,M,Long jump,1972 Munich,2, Hans Baumgartner, FRG,
athletics,M,Long jump,1972 Munich,3, Arnie Robinson, USA,
athletics,M,Long jump,1976 Montreal,1, Arnie Robinson, USA,
athletics,M,Long jump,1976 Montreal,2, Randy Williams, USA,
athletics,M,Long jump,1976 Montreal,3, Frank Wartenberg, GDR,
athletics,M,Long jump,1980 Moscow,1, Lutz Dombrowski, GDR,
athletics,M,Long jump,1980 Moscow,2, Frank Paschek, GDR,
athletics,M,Long jump,1980 Moscow,3, Valeriy Podluzhniy, URS,
athletics,M,Long jump,1984 Los Angeles,1, Carl Lewis, USA,
athletics,M,Long jump,1984 Los Angeles,2, Gary Honey, AUS,
athletics,M,Long jump,1984 Los Angeles,3, Giovanni Evangelisti, ITA,
athletics,M,Long jump,1988 Seoul,1, Carl Lewis, USA,
athletics,M,Long jump,1988 Seoul,2, Mike Powell, USA,
athletics,M,Long jump,1988 Seoul,3, Larry Myricks, USA,
athletics,M,Long jump,1992 Barcelona,1, Carl Lewis, USA,
athletics,M,Long jump,1992 Barcelona,2, Mike Powell, USA,
athletics,M,Long jump,1992 Barcelona,3, Joe Greene, USA,
athletics,M,Long jump,1996 Atlanta,1, Carl Lewis, USA,
athletics,M,Long jump,1996 Atlanta,2, James Beckford, JAM,
athletics,M,Long jump,1996 Atlanta,3, Joe Greene, USA,
athletics,M,Long jump,2000 Sydney,1, Iván Pedroso, CUB,
athletics,M,Long jump,2000 Sydney,2, Jai Taurima, AUS,
athletics,M,Long jump,2000 Sydney,3, Roman Shchurenko, UKR,
athletics,M,Long jump,2004 Athens,1, Dwight Phillips, USA,
athletics,M,Long jump,2004 Athens,2, John Moffitt, USA,
athletics,M,Long jump,2004 Athens,3, Joan Lino Martínez, ESP,
athletics,M,Long jump,2008 Beijing,1, Irving Saladino, PAN,
athletics,M,Long jump,2008 Beijing,2, Khotso Mokoena, RSA,
athletics,M,Long jump,2008 Beijing,3, Ibrahim Camejo, CUB,
athletics,M,Long jump,2012 London,1, Greg Rutherford, GBR,
athletics,M,Long jump,2012 London,2, Mitchell Watt, AUS,
athletics,M,Long jump,2012 London,3, Will Claye, USA,
athletics,M,Triple jump,1896 Athens,1, James Connolly, USA,
athletics,M,Triple jump,1896 Athens,2, Alexandre Tuffèri, FRA,
athletics,M,Triple jump,1896 Athens,3, Ioannis Persakis, GRE,
athletics,M,Triple jump,1900 Paris,1, Myer Prinstein, USA,
athletics,M,Triple jump,1900 Paris,2, James Connolly, USA,
athletics,M,Triple jump,1900 Paris,3, Lewis Sheldon, USA,
athletics,M,Triple jump,1904 St. Louis,1, Myer Prinstein, USA,
athletics,M,Triple jump,1904 St. Louis,2, Fred Englehardt, USA,
athletics,M,Triple jump,1904 St. Louis,3, Robert Stangland, USA,
athletics,M,Triple jump,1908 London,1, Tim Ahearne, GBR,
athletics,M,Triple jump,1908 London,2, Garfield MacDonald, CAN,
athletics,M,Triple jump,1908 London,3, Edvard Larsen, NOR,
athletics,M,Triple jump,1912 Stockholm,1, Gustaf Lindblom, SWE,
athletics,M,Triple jump,1912 Stockholm,2, Georg Åberg, SWE,
athletics,M,Triple jump,1912 Stockholm,3, Erik Almlöf, SWE,
athletics,M,Triple jump,1920 Antwerp,1, Vilho Tuulos, FIN,
athletics,M,Triple jump,1920 Antwerp,2, Folke Jansson, SWE,
athletics,M,Triple jump,1920 Antwerp,3, Erik Almlöf, SWE,
athletics,M,Triple jump,1924 Paris,1, Nick Winter, AUS,
athletics,M,Triple jump,1924 Paris,2, Luis Brunetto, ARG,
athletics,M,Triple jump,1924 Paris,3, Vilho Tuulos, FIN,
athletics,M,Triple jump,1928 Amsterdam,1, Mikio Oda, JPN,
athletics,M,Triple jump,1928 Amsterdam,2, Levi Casey, USA,
athletics,M,Triple jump,1928 Amsterdam,3, Vilho Tuulos, FIN,
athletics,M,Triple jump,1932 Los Angeles,1, Chuhei Nambu, JPN,
athletics,M,Triple jump,1932 Los Angeles,2, Erik Svensson, SWE,
athletics,M,Triple jump,1932 Los Angeles,3, Kenkichi Oshima, JPN,
athletics,M,Triple jump,1936 Berlin,1, Naoto Tajima, JPN,
athletics,M,Triple jump,1936 Berlin,2, Masao Harada, JPN,
athletics,M,Triple jump,1936 Berlin,3, Jack Metcalfe, AUS,
athletics,M,Triple jump,1948 London,1, Arne Åhman, SWE,
athletics,M,Triple jump,1948 London,2, George Avery, AUS,
athletics,M,Triple jump,1948 London,3, Ruhi Sarialp, TUR,
athletics,M,Triple jump,1952 Helsinki,1, Adhemar da Silva, BRA,
athletics,M,Triple jump,1952 Helsinki,2, Leonid Shcherbakov, URS,
athletics,M,Triple jump,1952 Helsinki,3, Arnoldo Devonish, VEN,
athletics,M,Triple jump,1956 Melbourne,1, Adhemar da Silva, BRA,
athletics,M,Triple jump,1956 Melbourne,2, Vilhjálmur Einarsson, ISL,
athletics,M,Triple jump,1956 Melbourne,3, Vitold Kreyer, URS,
athletics,M,Triple jump,1960 Rome,1, Józef Szmidt, POL,
athletics,M,Triple jump,1960 Rome,2, Vladimir Goryaev, URS,
athletics,M,Triple jump,1960 Rome,3, Vitold Kreyer, URS,
athletics,M,Triple jump,1964 Tokyo,1, Józef Szmidt, POL,
athletics,M,Triple jump,1964 Tokyo,2, Oleg Fyodoseyev, URS,
athletics,M,Triple jump,1964 Tokyo,3, Viktor Kravchenko, URS,
athletics,M,Triple jump,1968 Mexico City,1, Viktor Saneyev, URS,
athletics,M,Triple jump,1968 Mexico City,2, Nelson Prudencio, BRA,
athletics,M,Triple jump,1968 Mexico City,3, Giuseppe Gentile, ITA,
athletics,M,Triple jump,1972 Munich,1, Viktor Saneyev, URS,
athletics,M,Triple jump,1972 Munich,2, Jörg Drehmel, GDR,
athletics,M,Triple jump,1972 Munich,3, Nelson Prudencio, BRA,
athletics,M,Triple jump,1976 Montreal,1, Viktor Saneyev, URS,
athletics,M,Triple jump,1976 Montreal,2, James Butts, USA,
athletics,M,Triple jump,1976 Montreal,3, João Carlos de Oliveira, BRA,
athletics,M,Triple jump,1980 Moscow,1, Jaak Uudmäe, URS,
athletics,M,Triple jump,1980 Moscow,2, Viktor Saneyev, URS,
athletics,M,Triple jump,1980 Moscow,3, João Carlos de Oliveira, BRA,
athletics,M,Triple jump,1984 Los Angeles,1, Al Joyner, USA,
athletics,M,Triple jump,1984 Los Angeles,2, Mike Conley, Sr.,
athletics,M,Triple jump,1984 Los Angeles,3, Keith Connor, GBR,
athletics,M,Triple jump,1988 Seoul,1, Khristo Markov, BUL,
athletics,M,Triple jump,1988 Seoul,2, Igor Lapshin, URS,
athletics,M,Triple jump,1988 Seoul,3, Aleksandr Kovalenko, URS,
athletics,M,Triple jump,1992 Barcelona,1, Mike Conley, Sr.,
athletics,M,Triple jump,1992 Barcelona,2, Charles Simpkins, USA,
athletics,M,Triple jump,1992 Barcelona,3, Frank Rutherford, BAH,
athletics,M,Triple jump,1996 Atlanta,1, Kenny Harrison, USA,
athletics,M,Triple jump,1996 Atlanta,2, Jonathan Edwards, GBR,
athletics,M,Triple jump,1996 Atlanta,3, Yoelbi Quesada, CUB,
athletics,M,Triple jump,2000 Sydney,1, Jonathan Edwards, GBR,
athletics,M,Triple jump,2000 Sydney,2, Yoel García, CUB,
athletics,M,Triple jump,2000 Sydney,3, Denis Kapustin, RUS,
athletics,M,Triple jump,2004 Athens,1, Christian Olsson, SWE,
athletics,M,Triple jump,2004 Athens,2, Marian Oprea, ROU,
athletics,M,Triple jump,2004 Athens,3, Danil Burkenya, RUS,
athletics,M,Triple jump,2008 Beijing,1, Nelson Évora, POR,
athletics,M,Triple jump,2008 Beijing,2, Phillips Idowu, GBR,
athletics,M,Triple jump,2008 Beijing,3, Leevan Sands, BAH,
athletics,M,Triple jump,2012 London,1, Christian Taylor, USA,
athletics,M,Triple jump,2012 London,2, Will Claye, USA,
athletics,M,Triple jump,2012 London,3, Fabrizio Donato, ITA,
athletics,M,Shot put,1896 Athens,1, Robert Garrett, USA,
athletics,M,Shot put,1896 Athens,2, Miltiadis Gouskos, GRE,
athletics,M,Shot put,1896 Athens,3, Georgios Papasideris, GRE,
athletics,M,Shot put,1900 Paris,1, Richard Sheldon, USA,
athletics,M,Shot put,1900 Paris,2, Josiah McCracken, USA,
athletics,M,Shot put,1900 Paris,3, Robert Garrett, USA,
athletics,M,Shot put,1904 St. Louis,1, Ralph Rose, USA,
athletics,M,Shot put,1904 St. Louis,2, Wesley Coe, USA,
athletics,M,Shot put,1904 St. Louis,3, Lawrence Feuerbach, USA,
athletics,M,Shot put,1908 London,1, Ralph Rose, USA,
athletics,M,Shot put,1908 London,2, Denis Horgan, GBR,
athletics,M,Shot put,1908 London,3, John Garrels, USA,
athletics,M,Shot put,1912 Stockholm,1, Pat McDonald, USA,
athletics,M,Shot put,1912 Stockholm,2, Ralph Rose, USA,
athletics,M,Shot put,1912 Stockholm,3, Lawrence Whitney, USA,
athletics,M,Shot put,1920 Antwerp,1, Ville Pörhölä, FIN,
athletics,M,Shot put,1920 Antwerp,2, Elmer Niklander, FIN,
athletics,M,Shot put,1920 Antwerp,3, Harry Liversedge, USA,
athletics,M,Shot put,1924 Paris,1, Bud Houser, USA,
athletics,M,Shot put,1924 Paris,2, Glenn Hartranft, USA,
athletics,M,Shot put,1924 Paris,3, Ralph Hills, USA,
athletics,M,Shot put,1928 Amsterdam,1, John Kuck, USA,
athletics,M,Shot put,1928 Amsterdam,2, Herman Brix, USA,
athletics,M,Shot put,1928 Amsterdam,3, Emil Hirschfeld, GER,
athletics,M,Shot put,1932 Los Angeles,1, Leo Sexton, USA,
athletics,M,Shot put,1932 Los Angeles,2, Harlow Rothert, USA,
athletics,M,Shot put,1932 Los Angeles,3, František Douda, TCH,
athletics,M,Shot put,1936 Berlin,1, Hans Woellke, GER,
athletics,M,Shot put,1936 Berlin,2, Sulo Bärlund, FIN,
athletics,M,Shot put,1936 Berlin,3, Gerhard Stöck, GER,
athletics,M,Shot put,1948 London,1, Wilbur Thompson, USA,
athletics,M,Shot put,1948 London,2, Jim Delaney, USA,
athletics,M,Shot put,1948 London,3, Jim Fuchs, USA,
athletics,M,Shot put,1952 Helsinki,1, Parry O'Brien, USA,
athletics,M,Shot put,1952 Helsinki,2, Darrow Hooper, USA,
athletics,M,Shot put,1952 Helsinki,3, Jim Fuchs, USA,
athletics,M,Shot put,1956 Melbourne,1, Parry O'Brien, USA,
athletics,M,Shot put,1956 Melbourne,2, Bill Nieder, USA,
athletics,M,Shot put,1956 Melbourne,3, Jiří Skobla, TCH,
athletics,M,Shot put,1960 Rome,1, Bill Nieder, USA,
athletics,M,Shot put,1960 Rome,2, Parry O'Brien, USA,
athletics,M,Shot put,1960 Rome,3, Dallas Long, USA,
athletics,M,Shot put,1964 Tokyo,1, Dallas Long, USA,
athletics,M,Shot put,1964 Tokyo,2, Randy Matson, USA,
athletics,M,Shot put,1964 Tokyo,3, Vilmos Varjú, HUN,
athletics,M,Shot put,1968 Mexico City,1, Randy Matson, USA,
athletics,M,Shot put,1968 Mexico City,2, George Woods, USA,
athletics,M,Shot put,1968 Mexico City,3, Eduard Gushchin, URS,
athletics,M,Shot put,1972 Munich,1, Władysław Komar, POL,
athletics,M,Shot put,1972 Munich,2, George Woods, USA,
athletics,M,Shot put,1972 Munich,3, Hartmut Briesenick, GDR,
athletics,M,Shot put,1976 Montreal,1, Udo Beyer, GDR,
athletics,M,Shot put,1976 Montreal,2, Yevgeniy Mironov, URS,
athletics,M,Shot put,1976 Montreal,3, Aleksandr Baryshnikov, URS,
athletics,M,Shot put,1980 Moscow,1, Vladimir Kiselyov, URS,
athletics,M,Shot put,1980 Moscow,2, Aleksandr Baryshnikov, URS,
athletics,M,Shot put,1980 Moscow,3, Udo Beyer, GDR,
athletics,M,Shot put,1984 Los Angeles,1, Alessandro Andrei, ITA,
athletics,M,Shot put,1984 Los Angeles,2, Mike Carter, USA,
athletics,M,Shot put,1984 Los Angeles,3, Dave Laut, USA,
athletics,M,Shot put,1988 Seoul,1, Ulf Timmermann, GDR,
athletics,M,Shot put,1988 Seoul,2, Randy Barnes, USA,
athletics,M,Shot put,1988 Seoul,3, Werner Günthör, SUI,
athletics,M,Shot put,1992 Barcelona,1, Mike Stulce, USA,
athletics,M,Shot put,1992 Barcelona,2, Jim Doehring, USA,
athletics,M,Shot put,1992 Barcelona,3, Vyacheslav Lykho, EUN,
athletics,M,Shot put,1996 Atlanta,1, Randy Barnes, USA,
athletics,M,Shot put,1996 Atlanta,2, John Godina, USA,
athletics,M,Shot put,1996 Atlanta,3, Oleksandr Bagach, UKR,
athletics,M,Shot put,2000 Sydney,1, Arsi Harju, FIN,
athletics,M,Shot put,2000 Sydney,2, Adam Nelson, USA,
athletics,M,Shot put,2000 Sydney,3, John Godina, USA,
athletics,M,Shot put,2004 Athens,1, Adam Nelson, USA,
athletics,M,Shot put,2004 Athens,2, Joachim Olsen, DEN,
athletics,M,Shot put,2004 Athens,3, Manuel Martínez, ESP,
athletics,M,Shot put,2008 Beijing,1, Tomasz Majewski, POL,
athletics,M,Shot put,2008 Beijing,2, Christian Cantwell, USA,
athletics,M,Shot put,2008 Beijing,3, Dylan Armstrong, CAN,
athletics,M,Shot put,2012 London,1, Tomasz Majewski, POL,
athletics,M,Shot put,2012 London,2, David Storl, GER,
athletics,M,Shot put,2012 London,3, Reese Hoffa, USA,
athletics,M,Discus throw,1896 Athens,1, Robert Garrett, USA,
athletics,M,Discus throw,1896 Athens,2, Panagiotis Paraskevopoulos, GRE,
athletics,M,Discus throw,1896 Athens,3, Sotirios Versis, GRE,
athletics,M,Discus throw,1900 Paris,1, Rudolf Bauer, HUN,
athletics,M,Discus throw,1900 Paris,2, František Janda-Suk, BOH,
athletics,M,Discus throw,1900 Paris,3, Richard Sheldon, USA,
athletics,M,Discus throw,1904 St. Louis,1, Martin Sheridan, USA,
athletics,M,Discus throw,1904 St. Louis,2, Ralph Rose, USA,
athletics,M,Discus throw,1904 St. Louis,3, Nikolaos Georgantas, GRE,
athletics,M,Discus throw,1908 London,1, Martin Sheridan, USA,
athletics,M,Discus throw,1908 London,2, Merritt Giffin, USA,
athletics,M,Discus throw,1908 London,3, Bill Horr, USA,
athletics,M,Discus throw,1912 Stockholm,1, Armas Taipale, FIN,
athletics,M,Discus throw,1912 Stockholm,2, Richard Byrd, USA,
athletics,M,Discus throw,1912 Stockholm,3, James Duncan, USA,
athletics,M,Discus throw,1920 Antwerp,1, Elmer Niklander, FIN,
athletics,M,Discus throw,1920 Antwerp,2, Armas Taipale, FIN,
athletics,M,Discus throw,1920 Antwerp,3, Gus Pope, USA,
athletics,M,Discus throw,1924 Paris,1, Bud Houser, USA,
athletics,M,Discus throw,1924 Paris,2, Vilho Niittymaa, FIN,
athletics,M,Discus throw,1924 Paris,3, Thomas Lieb, USA,
athletics,M,Discus throw,1928 Amsterdam,1, Bud Houser, USA,
athletics,M,Discus throw,1928 Amsterdam,2, Antero Kivi, FIN,
athletics,M,Discus throw,1928 Amsterdam,3, James Corson, USA,
athletics,M,Discus throw,1932 Los Angeles,1, John Anderson, USA,
athletics,M,Discus throw,1932 Los Angeles,2, Henri LaBorde, USA,
athletics,M,Discus throw,1932 Los Angeles,3, Paul Winter, FRA,
athletics,M,Discus throw,1936 Berlin,1, Ken Carpenter, USA,
athletics,M,Discus throw,1936 Berlin,2, Gordon Dunn, USA,
athletics,M,Discus throw,1936 Berlin,3, Giorgio Oberweger, ITA,
athletics,M,Discus throw,1948 London,1, Adolfo Consolini, ITA,
athletics,M,Discus throw,1948 London,2, Giuseppe Tosi, ITA,
athletics,M,Discus throw,1948 London,3, Fortune Gordien, USA,
athletics,M,Discus throw,1952 Helsinki,1, Sim Iness, USA,
athletics,M,Discus throw,1952 Helsinki,2, Adolfo Consolini, ITA,
athletics,M,Discus throw,1952 Helsinki,3, James Dillion, USA,
athletics,M,Discus throw,1956 Melbourne,1, Al Oerter, USA,
athletics,M,Discus throw,1956 Melbourne,2, Fortune Gordien, USA,
athletics,M,Discus throw,1956 Melbourne,3, Des Koch, USA,
athletics,M,Discus throw,1960 Rome,1, Al Oerter, USA,
athletics,M,Discus throw,1960 Rome,2, Rink Babka, USA,
athletics,M,Discus throw,1960 Rome,3, Dick Cochran, USA,
athletics,M,Discus throw,1964 Tokyo,1, Al Oerter, USA,
athletics,M,Discus throw,1964 Tokyo,2, Ludvík Daněk, TCH,
athletics,M,Discus throw,1964 Tokyo,3, Dave Weill, USA,
athletics,M,Discus throw,1968 Mexico City,1, Al Oerter, USA,
athletics,M,Discus throw,1968 Mexico City,2, Lothar Milde, GDR,
athletics,M,Discus throw,1968 Mexico City,3, Ludvík Daněk, TCH,
athletics,M,Discus throw,1972 Munich,1, Ludvík Daněk, TCH,
athletics,M,Discus throw,1972 Munich,2, Jay Silvester, USA,
athletics,M,Discus throw,1972 Munich,3, Ricky Bruch, SWE,
athletics,M,Discus throw,1976 Montreal,1, Mac Wilkins, USA,
athletics,M,Discus throw,1976 Montreal,2, Wolfgang Schmidt, GDR,
athletics,M,Discus throw,1976 Montreal,3, John Powell, USA,
athletics,M,Discus throw,1980 Moscow,1, Viktor Rashchupkin, URS,
athletics,M,Discus throw,1980 Moscow,2, Imrich Bugár, TCH,
athletics,M,Discus throw,1980 Moscow,3, Luis Delís, CUB,
athletics,M,Discus throw,1984 Los Angeles,1, Rolf Danneberg, FRG,
athletics,M,Discus throw,1984 Los Angeles,2, Mac Wilkins, USA,
athletics,M,Discus throw,1984 Los Angeles,3, John Powell, USA,
athletics,M,Discus throw,1988 Seoul,1, Jürgen Schult, GDR,
athletics,M,Discus throw,1988 Seoul,2, Romas Ubartas, URS,
athletics,M,Discus throw,1988 Seoul,3, Rolf Danneberg, FRG,
athletics,M,Discus throw,1992 Barcelona,1, Romas Ubartas, LTU,
athletics,M,Discus throw,1992 Barcelona,2, Jürgen Schult, GER,
athletics,M,Discus throw,1992 Barcelona,3, Roberto Moya, CUB,
athletics,M,Discus throw,1996 Atlanta,1, Lars Riedel, GER,
athletics,M,Discus throw,1996 Atlanta,2, Vladimir Dubrovshchik, BLR,
athletics,M,Discus throw,1996 Atlanta,3, Vasiliy Kaptyukh, BLR,
athletics,M,Discus throw,2000 Sydney,1, Virgilijus Alekna, LTU,
athletics,M,Discus throw,2000 Sydney,2, Lars Riedel, GER,
athletics,M,Discus throw,2000 Sydney,3, Frantz Kruger, RSA,
athletics,M,Discus throw,2004 Athens,1, Virgilijus Alekna, LTU,
athletics,M,Discus throw,2004 Athens,2, Zoltán Kővágó, HUN,
athletics,M,Discus throw,2004 Athens,3, Aleksander Tammert, EST,
athletics,M,Discus throw,2008 Beijing,1, Gerd Kanter, EST,
athletics,M,Discus throw,2008 Beijing,2, Piotr Małachowski, POL,
athletics,M,Discus throw,2008 Beijing,3, Virgilijus Alekna, LTU,
athletics,M,Discus throw,2012 London,1, Robert Harting, GER,
athletics,M,Discus throw,2012 London,2, Ehsan Haddadi, IRI,
athletics,M,Discus throw,2012 London,3, Gerd Kanter, EST,
athletics,M,Hammer throw,1900 Paris,1, John Flanagan, USA,
athletics,M,Hammer throw,1900 Paris,2, Truxtun Hare, USA,
athletics,M,Hammer throw,1900 Paris,3, Josiah McCracken, USA,
athletics,M,Hammer throw,1904 St. Louis,1, John Flanagan, USA,
athletics,M,Hammer throw,1904 St. Louis,2, John DeWitt, USA,
athletics,M,Hammer throw,1904 St. Louis,3, Ralph Rose, USA,
athletics,M,Hammer throw,1908 London,1, John Flanagan, USA,
athletics,M,Hammer throw,1908 London,2, Matt McGrath, USA,
athletics,M,Hammer throw,1908 London,3, Con Walsh, CAN,
athletics,M,Hammer throw,1912 Stockholm,1, Matt McGrath, USA,
athletics,M,Hammer throw,1912 Stockholm,2, Duncan Gillis, CAN,
athletics,M,Hammer throw,1912 Stockholm,3, Clarence Childs, USA,
athletics,M,Hammer throw,1920 Antwerp,1, Patrick Ryan, USA,
athletics,M,Hammer throw,1920 Antwerp,2, Carl Johan Lind, SWE,
athletics,M,Hammer throw,1920 Antwerp,3, Basil Bennett, USA,
athletics,M,Hammer throw,1924 Paris,1, Fred Tootell, USA,
athletics,M,Hammer throw,1924 Paris,2, Matt McGrath, USA,
athletics,M,Hammer throw,1924 Paris,3, Malcolm Nokes, GBR,
athletics,M,Hammer throw,1928 Amsterdam,1, Pat O'Callaghan, IRL,
athletics,M,Hammer throw,1928 Amsterdam,2, Ossian Skiöld, SWE,
athletics,M,Hammer throw,1928 Amsterdam,3, Edmund Black, USA,
athletics,M,Hammer throw,1932 Los Angeles,1, Pat O'Callaghan, IRL,
